ID_order;Release_time(sec);Order_provenience;Order_dimension;;;
1001;854;person;3
1002;1022;person;5
1003;1490;person;4
1004;2735;car;4
1005;3682;car;3
1006;4181;person;5
1007;4348;person;2
1008;5327;person;3
1009;5473;person;4
1010;5497;person;2
1011;6028;car;2
1012;6270;person;3
1013;6567;person;4
1014;6642;person;1
1015;8154;car;2
1016;8227;car;1
1017;10342;person;4
1018;10534;person;5
1019;10938;person;1
1020;10952;person;1
1021;11143;person;2
1022;11899;car;4
1023;13472;car;1
1024;15041;car;4
1025;15536;car;5
1026;15674;person;3
1027;15762;car;2
1028;15904;car;4
1029;16807;person;5
1030;18925;car;5
1031;19126;car;2
1032;20606;car;2
1033;20880;person;2
1034;21115;car;1
1035;21565;car;2
1036;22529;car;5
1037;22602;person;2
1038;22708;car;1
1039;23380;person;5
1040;24420;car;3
1041;24549;car;5
1042;25521;car;5
1043;25588;car;5
1044;25646;car;3
1045;25767;car;5
1046;26470;car;4
1047;26686;car;2
1048;27134;car;3
1049;27570;car;2
1050;28049;car;5
1051;28130;person;2
1052;28416;person;4
1053;28586;person;3
1054;28736;person;4
1055;28824;person;4
1056;29004;person;4
1057;29345;car;4
1058;29375;person;5
1059;29517;person;3
1060;29704;car;4
1061;31228;car;4
1062;31974;car;1
1063;32371;car;2
1064;33047;person;5
1065;33188;person;5
1066;33528;car;5
1067;33618;person;3
1068;34443;person;2
1069;34875;car;2
1070;35231;person;3
1071;35385;car;2
1072;35518;person;2
1073;35534;car;4
1074;35599;car;1
1075;35765;person;1
1076;36814;person;4
1077;36875;car;5
1078;36935;person;1
1079;37138;car;5
1080;37225;person;4
1081;37734;person;3
1082;37777;car;3
1083;38175;person;4
1084;38263;person;4
1085;38475;car;3
1086;38589;person;1
1087;39235;car;5
1088;39278;person;3
1089;39348;car;4
1090;39379;person;2
1091;39457;person;5
1092;39544;person;5
1093;39773;car;4
1094;40260;car;4
1095;40296;person;1
1096;40325;car;4
1097;40521;person;2
1098;40694;person;3
1099;40901;car;2
1100;40923;car;4
1101;41014;person;2
1102;41644;person;4
1103;41758;car;2
1104;41875;car;3
1105;42193;person;2
1106;42802;person;4
1107;42971;person;3
1108;42999;car;3
1109;43043;person;2
1110;43173;car;3
1111;43610;person;4
1112;43721;car;3
1113;43750;car;3
1114;43814;car;2
1115;43897;car;1
1116;43991;car;2
1117;44225;person;5
1118;44374;person;2
1119;44505;car;2
1120;44565;car;3
1121;44720;car;1
1122;45028;person;4
1123;45233;person;3
1124;45346;car;2
1125;45359;car;5
1126;45378;person;4
1127;45414;person;3
1128;45448;car;5
1129;45455;person;1
1130;45633;car;5
1131;45844;car;1
1132;45929;car;1
1133;46069;car;1
1134;46206;car;4
1135;46236;car;1
1136;46383;car;1
1137;46409;car;1
1138;46447;person;4
1139;46463;car;4
1140;46469;car;3
1141;46540;person;5
1142;46659;person;5
1143;46695;person;1
1144;46755;person;4
1145;46796;person;3
1146;47035;person;1
1147;47063;person;1
1148;47064;person;4
1149;47101;person;4
1150;47147;person;3
1151;47251;car;5
1152;47344;car;4
1153;47376;person;5
1154;47480;car;4
1155;47564;car;2
1156;47580;person;1
1157;47793;car;3
1158;48123;person;1
1159;48238;car;1
1160;48259;person;3
1161;48295;car;3
1162;48562;car;2
1163;48934;person;4
1164;48983;person;2
1165;49079;person;4
1166;49278;person;5
1167;49329;person;2
1168;49340;car;5
1169;50067;car;1
1170;50159;car;5
1171;50261;person;1
1172;50271;car;5
1173;50482;car;2
1174;50625;person;5
1175;50695;person;3
1176;50697;car;5
1177;50706;car;5
1178;50880;person;2
1179;51196;person;5
1180;51244;car;3
1181;51446;car;1
1182;51839;car;2
1183;51960;car;3
1184;52045;person;3
1185;52293;car;5
1186;52343;person;5
1187;52516;car;2
1188;52543;person;2
1189;52823;car;2
1190;52937;car;4
1191;53052;car;2
1192;53078;car;3
1193;53103;car;1
1194;53136;car;1
1195;53317;car;3
1196;53501;person;1
1197;53625;person;3
1198;53666;car;1
1199;53737;car;3
1200;53805;car;3
1201;53885;person;1
1202;53995;car;5
1203;54044;car;5
1204;54049;car;5
1205;54094;car;3
1206;54105;person;3
1207;54347;car;4
1208;54442;car;5
1209;54531;car;5
1210;54726;car;3
1211;54739;car;5
1212;54812;person;4
1213;54835;person;1
1214;54916;person;4
1215;55305;person;4
1216;55589;car;2
1217;55610;car;5
1218;55886;car;3
1219;55984;car;4
1220;56045;person;3
1221;56166;car;3
1222;56386;person;4
1223;56569;car;3
1224;57203;person;5
1225;57251;person;4
1226;57525;car;4
1227;57619;car;4
1228;57868;person;4
