ID_order;Release_time(sec);Order_provenience;Order_dimension;;;
1001;81;person;5
1002;255;person;2
1003;260;car;1
1004;1201;person;5
1005;1522;person;3
1006;1562;car;3
1007;1835;car;5
1008;2013;person;4
1009;2183;car;2
1010;2444;person;4
1011;2767;car;4
1012;2826;car;1
1013;4533;person;2
1014;4815;car;5
1015;5138;person;5
1016;5655;car;3
1017;6637;car;4
1018;7062;car;1
1019;7496;person;4
1020;8366;car;2
1021;9713;car;1
1022;12092;car;4
1023;12378;car;2
1024;12441;person;2
1025;12656;person;4
1026;12988;car;1
1027;13209;car;5
1028;14429;person;2
1029;14433;person;1
1030;14525;car;3
1031;15071;car;1
1032;16029;person;4
1033;16334;person;5
1034;16641;person;4
1035;17062;car;4
1036;17662;car;4
1037;18002;car;5
1038;18798;person;5
1039;18835;person;4
1040;19448;car;5
1041;19593;car;3
1042;19932;person;1
1043;20784;person;3
1044;22591;car;3
1045;22958;person;3
1046;23137;car;2
1047;23368;person;2
1048;23434;person;1
1049;23550;person;3
1050;23698;car;5
1051;23851;person;5
1052;23871;car;1
1053;23950;car;1
1054;23964;car;2
1055;24473;person;5
1056;25126;car;2
1057;25237;car;3
1058;25517;person;4
1059;25538;car;1
1060;25772;person;3
1061;25889;person;3
1062;26001;person;3
1063;26348;car;3
1064;27341;car;3
1065;27649;car;4
1066;28711;car;2
1067;28805;car;4
1068;28833;person;5
1069;29036;person;3
1070;29572;car;1
1071;29883;person;4
1072;30504;person;2
1073;30653;car;3
1074;30770;person;1
1075;30992;car;3
1076;31328;person;1
1077;32039;car;1
1078;32260;car;4
1079;32273;car;2
1080;33840;car;4
1081;33874;car;1
1082;34081;car;3
1083;34332;car;5
1084;34725;car;5
1085;34988;person;4
1086;35149;person;1
1087;36185;person;1
1088;36230;car;2
1089;36252;person;4
1090;36779;person;4
1091;36924;car;3
1092;36939;car;5
1093;37255;person;3
1094;37581;person;3
1095;37669;person;1
1096;37693;car;2
1097;37765;car;3
1098;38011;car;1
1099;38141;person;2
1100;38781;car;4
1101;38831;car;2
1102;39676;person;3
1103;39828;car;2
1104;39854;person;4
1105;39963;person;1
1106;40203;car;4
1107;40232;car;3
1108;40291;person;5
1109;40411;person;2
1110;40434;car;4
1111;40445;car;2
1112;40468;car;3
1113;40638;person;5
1114;40920;person;1
1115;40922;car;4
1116;41353;person;3
1117;41583;car;3
1118;41695;person;1
1119;41773;car;3
1120;41803;person;1
1121;41840;person;1
1122;41947;person;1
1123;42116;car;4
1124;42299;person;3
1125;42367;person;2
1126;42502;car;2
1127;42939;car;3
1128;42980;person;1
1129;43364;person;1
1130;43590;car;4
1131;43679;car;1
1132;43804;car;1
1133;43958;person;1
1134;44112;person;5
1135;44124;person;4
1136;44390;person;4
1137;44441;person;1
1138;44546;car;2
1139;44605;car;1
1140;44653;person;4
1141;44785;person;1
1142;44811;car;5
1143;44858;car;2
1144;44963;person;1
1145;45095;person;4
1146;45162;car;3
1147;45465;person;2
1148;45696;person;3
1149;45960;person;4
1150;45998;person;3
1151;46028;car;4
1152;46113;person;1
1153;46154;person;2
1154;46157;person;3
1155;46221;person;3
1156;46503;car;3
1157;46557;car;2
1158;46672;car;5
1159;46790;car;3
1160;46921;person;2
1161;46976;car;3
1162;47027;car;1
1163;47079;car;2
1164;47101;car;4
1165;47104;car;5
1166;47134;person;1
1167;47343;car;1
1168;47378;person;2
1169;47429;person;5
1170;47661;person;5
1171;47676;car;1
1172;47712;person;2
1173;47741;car;4
1174;47818;car;1
1175;48121;car;5
1176;48141;person;5
1177;48144;person;1
1178;48261;car;1
1179;48308;person;4
1180;48413;car;1
1181;48447;car;3
1182;48525;car;3
1183;48586;person;5
1184;48607;person;2
1185;48682;person;4
1186;48788;person;3
1187;48913;person;4
1188;48991;person;5
1189;49058;person;2
1190;49310;car;3
1191;49505;person;3
1192;49521;person;4
1193;49582;person;3
1194;49787;person;5
1195;49861;car;1
1196;49862;person;4
1197;49903;car;5
