ID_order;Release_time(sec);Order_provenience;Order_dimension;;;
1001;128;car;1
1002;153;car;5
1003;165;car;4
1004;182;car;5
1005;277;person;3
1006;319;car;4
1007;343;car;4
1008;435;person;5
1009;573;person;5
1010;661;person;5
1011;720;car;5
1012;951;person;2
1013;1054;car;4
1014;1089;car;4
1015;1121;car;3
1016;1311;person;2
1017;1313;car;4
1018;1344;car;1
1019;1577;car;3
1020;1638;car;5
1021;1710;person;5
1022;1751;car;2
1023;1763;person;4
1024;1892;person;2
1025;1950;person;4
1026;2028;car;1
1027;2086;car;5
1028;2225;car;2
1029;2476;person;1
1030;2498;person;4
1031;2571;car;3
1032;2590;car;1
1033;2794;car;4
1034;2796;person;4
1035;2849;car;4
1036;2936;person;1
1037;2944;car;3
1038;3015;person;1
1039;3027;car;5
1040;3173;car;1
1041;3225;person;5
1042;3417;person;2
1043;3452;person;1
1044;3497;car;4
1045;3532;car;1
1046;3622;car;5
1047;3623;car;1
1048;3897;person;3
1049;3903;person;2
1050;3936;person;2
1051;3988;person;2
1052;4002;car;5
1053;4094;person;1
1054;4168;car;3
1055;4341;person;3
1056;4347;car;4
1057;4442;car;2
1058;4530;car;5
1059;4613;person;1
1060;4668;car;2
1061;4737;car;2
1062;4741;car;1
1063;4894;person;4
1064;4907;person;4
1065;5100;person;2
1066;5103;person;3
1067;5173;car;3
1068;5201;car;3
1069;5235;person;5
1070;5272;car;3
1071;5274;car;3
1072;5298;car;1
1073;5309;person;5
1074;5403;car;4
1075;5424;person;1
1076;5428;person;2
1077;5447;person;4
1078;5478;person;1
1079;5758;car;4
1080;6033;person;1
1081;6076;person;3
1082;6092;person;2
1083;6169;person;3
1084;6358;car;1
1085;6412;car;5
1086;6467;person;2
1087;6569;person;5
1088;6583;car;2
1089;6677;person;3
1090;6699;person;1
1091;6767;car;2
1092;6833;person;5
1093;6956;person;5
1094;6958;person;4
1095;6981;person;3
1096;7180;person;2
1097;7358;car;4
1098;7469;car;5
1099;7634;person;5
1100;7662;car;1
1101;7815;car;4
1102;8146;person;4
1103;8235;person;1
1104;8273;person;1
1105;8423;person;3
1106;8431;person;1
1107;8433;person;2
1108;8465;car;4
1109;8477;person;5
1110;8608;car;1
1111;8637;car;2
1112;8661;car;4
1113;8925;car;2
1114;9009;car;2
1115;9063;person;2
1116;9102;car;1
1117;9103;person;1
1118;9158;person;2
1119;9258;person;2
1120;9298;car;5
1121;9332;person;3
1122;9458;car;2
1123;9463;car;3
1124;9468;person;5
1125;9595;car;5
1126;9598;person;2
1127;9671;car;2
1128;9865;car;5
1129;10010;person;5
1130;10013;car;2
1131;10046;person;2
1132;10125;car;5
1133;10203;car;1
1134;10256;person;1
1135;10268;person;1
1136;10339;car;3
1137;10341;person;5
1138;10408;car;2
1139;10410;person;4
1140;10447;person;4
1141;10506;person;4
1142;10573;person;5
1143;10626;car;3
1144;10901;person;1
1145;10942;person;5
1146;11081;person;3
1147;11155;person;5
1148;11257;car;1
1149;11320;car;1
1150;11363;person;2
1151;11465;person;3
1152;11502;car;5
1153;11519;person;1
1154;11533;car;4
1155;11627;car;5
1156;11654;person;3
1157;11705;person;3
1158;11801;person;5
1159;11808;car;3
1160;11826;car;5
1161;11872;person;2
1162;12077;car;5
1163;12172;car;1
1164;12210;car;3
1165;12436;car;4
1166;12559;car;4
1167;12655;person;5
1168;12837;car;1
1169;12868;person;2
1170;12941;person;1
1171;13080;car;3
1172;13386;car;3
1173;13444;car;1
1174;13480;car;5
1175;13621;car;1
1176;13647;car;4
1177;13831;car;5
1178;13877;person;3
1179;13952;car;1
1180;13970;car;1
1181;14171;car;3
1182;14241;person;4
1183;14283;person;1
1184;14318;car;2
1185;14322;person;5
1186;14460;person;5
1187;14573;person;3
1188;14685;person;4
1189;14786;car;1
1190;15061;car;1
1191;15084;car;3
1192;15113;person;5
1193;15119;car;5
1194;15235;car;4
1195;15244;car;3
1196;15299;person;4
1197;15363;car;5
1198;15436;person;4
1199;15460;person;5
1200;15493;person;4
1201;15619;car;2
1202;15623;person;1
1203;15709;person;3
1204;15758;car;1
1205;15763;car;3
1206;15904;person;3
1207;16042;person;1
1208;16088;car;4
1209;16118;person;2
1210;16155;car;2
1211;16337;person;3
1212;16444;car;5
1213;16560;person;3
1214;16786;person;5
1215;16794;car;2
1216;16906;person;4
1217;16996;person;3
1218;17023;car;2
1219;17107;person;2
1220;17177;car;3
1221;17204;person;2
1222;17262;car;4
1223;17271;car;3
1224;17276;car;4
1225;17299;person;3
1226;17326;person;4
1227;17447;person;3
1228;17483;car;2
1229;17642;car;3
1230;17812;person;1
1231;18030;person;3
1232;18242;car;1
1233;18656;car;2
1234;18675;car;1
1235;18734;car;1
1236;18763;car;4
1237;18788;car;4
1238;18816;car;1
1239;18827;car;2
1240;18891;car;5
1241;18892;person;3
1242;19078;car;3
1243;19265;person;2
1244;19293;person;2
1245;19369;person;4
1246;19391;car;4
1247;19472;person;4
1248;19830;car;3
1249;19848;car;3
1250;20059;person;2
1251;20230;person;5
1252;20376;person;1
1253;20464;car;4
1254;20526;person;5
1255;20572;car;4
1256;20658;car;4
1257;20694;person;2
1258;20876;car;3
1259;20956;person;4
1260;20963;person;5
1261;20967;car;1
1262;21131;person;4
1263;21163;person;3
1264;21203;person;1
1265;21221;car;5
1266;21302;person;3
1267;21328;car;5
1268;21343;person;4
1269;21388;car;2
1270;21495;person;1
1271;21866;person;5
1272;21947;car;1
1273;22067;person;5
1274;22109;person;1
1275;22133;person;3
1276;22215;car;1
1277;22284;person;3
1278;22352;car;5
1279;22357;person;1
1280;22547;car;1
1281;22571;car;4
1282;22612;car;4
1283;22614;car;2
1284;22732;car;4
1285;22740;person;2
1286;22751;car;2
1287;22952;person;2
1288;22980;person;4
1289;23018;person;5
1290;23023;car;1
1291;23180;person;3
1292;23370;person;1
1293;23434;car;3
1294;23465;car;2
1295;23564;person;5
1296;23618;person;1
1297;23687;person;2
1298;23736;person;4
1299;23940;person;4
1300;24031;car;1
1301;24064;person;3
1302;24076;car;3
1303;24105;person;4
